"","tweet_id","created_at","from","to","text"
"1","1755302413161107724","2024-02-07T18:48:01.000Z","43406123","2244551106","RT @GTFF_3544: In order to win our union's historic contract, we had to do historic organizing!

Read full thread🧵 👇 to learn more about GT…"
"2","1755295145266942035","2024-02-07T18:19:09.000Z","1144062096721637376","2244551106","RT @GTFF_3544: In order to win our union's historic contract, we had to do historic organizing!

Read full thread🧵 👇 to learn more about GT…"
"3","1755287849799229615","2024-02-07T17:50:09.000Z","229631599","885491956037689344","RT @UMD_GLU: Grad worker Ivy Lyons stands up and speaks out. ""We are WORKERS who are compensated for our LABOR just like any other!"" 
#coll…"
"4","1755279303405609316","2024-02-07T17:16:12.000Z","1419013260","1413434670","RT @KSUGradSchool: It's happening today! The MOST exciting 3-minutes of research. Come out and support participants all day, beginning at 9…"
"5","1755273851447943233","2024-02-07T16:54:32.000Z","37946986","727331959706423296","RT @RobertSecundus: apologies to those who've heard this story before, but my final year teaching for my university, we had a meeting about…"
"6","1755267810861670495","2024-02-07T16:30:32.000Z","56416028","885491956037689344","RT @UMD_GLU: Grad worker Ivy Lyons stands up and speaks out. ""We are WORKERS who are compensated for our LABOR just like any other!"" 
#coll…"
"7","1755265381776998825","2024-02-07T16:20:52.000Z","975827451296272384","2244551106","RT @GTFF_3544: In order to win our union's historic contract, we had to do historic organizing!

Read full thread🧵 👇 to learn more about GT…"
"8","1755263831411232908","2024-02-07T16:14:43.000Z","1694550731951640576","2244551106","RT @GTFF_3544: In order to win our union's historic contract, we had to do historic organizing!

Read full thread🧵 👇 to learn more about GT…"
"9","1755263709725827162","2024-02-07T16:14:14.000Z","65934237","1108888268","@gracabi Real test will be how new facts on the ground of private grad worker unionism reshape legal terrain. If a Trump NLRB reverses Columbia, will the thousands of private university grad workers just throw up their hands and say “oh well, I guess we can’t have a union anymore”? 3/end"
"10","1755242949011443996","2024-02-07T14:51:44.000Z","300910650","151010098","@jeffphilips1 Our Student Union President. OAU First class Economics graduate. @PaulAlaje"
"11","1755242949011443996","2024-02-07T14:51:44.000Z","300910650","456844208","@jeffphilips1 Our Student Union President. OAU First class Economics graduate. @PaulAlaje"
"12","1755230813736648909","2024-02-07T14:03:31.000Z","1225893066","2244551106","RT @GTFF_3544: In order to win our union's historic contract, we had to do historic organizing!

Read full thread🧵 👇 to learn more about GT…"
"13","1755228322382958903","2024-02-07T13:53:37.000Z","88735607","2244551106","RT @GTFF_3544: In order to win our union's historic contract, we had to do historic organizing!

Read full thread🧵 👇 to learn more about GT…"
"14","1755201498827399580","2024-02-07T12:07:02.000Z","1169138665320321030","727331959706423296","RT @RobertSecundus: apologies to those who've heard this story before, but my final year teaching for my university, we had a meeting about…"
"15","1755092897341505750","2024-02-07T04:55:29.000Z","1124150378231156736","2244551106","RT @GTFF_3544: In order to win our union's historic contract, we had to do historic organizing!

Read full thread🧵 👇 to learn more about GT…"
"16","1755081148760469821","2024-02-07T04:08:48.000Z","1104108075387179013","2244551106","RT @GTFF_3544: In order to win our union's historic contract, we had to do historic organizing!

Read full thread🧵 👇 to learn more about GT…"
"17","1755079252548940157","2024-02-07T04:01:16.000Z","827350579382849536","2244551106","RT @GTFF_3544: In order to win our union's historic contract, we had to do historic organizing!

Read full thread🧵 👇 to learn more about GT…"
"18","1755071463999029615","2024-02-07T03:30:19.000Z","1306503632083353602","1886858414","RT @KeanRegistrar: Undergraduate commencement takes place in 100 days. Cougars, you've got this! 

If you're graduating in 2024, stop by th…"
"19","1755052587563315201","2024-02-07T02:15:18.000Z","1209474866","1004821397938606081","RT @thehousered: believe that graduate employee union members have just as much right to express their opinions on any decision of their un…"
"20","1755046251349840255","2024-02-07T01:50:08.000Z","1048678307531841541","1354887897233539073","@willyGfoster @david_purucker @monroe_liam that's so super awesome!! I've found other student/labor history in my research, but didn't totally expect DSA to pop up.

My primary focus is from 1968-1974, and our faculty &amp; grad union formed in that time span, hoping to see if there's any forgotten labor history there!!"
"21","1755046251349840255","2024-02-07T01:50:08.000Z","1048678307531841541","1389075431182139402","@willyGfoster @david_purucker @monroe_liam that's so super awesome!! I've found other student/labor history in my research, but didn't totally expect DSA to pop up.

My primary focus is from 1968-1974, and our faculty &amp; grad union formed in that time span, hoping to see if there's any forgotten labor history there!!"
"22","1755046251349840255","2024-02-07T01:50:08.000Z","1048678307531841541","1611536561505697794","@willyGfoster @david_purucker @monroe_liam that's so super awesome!! I've found other student/labor history in my research, but didn't totally expect DSA to pop up.

My primary focus is from 1968-1974, and our faculty &amp; grad union formed in that time span, hoping to see if there's any forgotten labor history there!!"
"23","1755033594701947133","2024-02-07T00:59:50.000Z","8332612","931257110129729536","RT @NewWorldHominin: To refresh your memory... 

https://t.co/yWgiFvfFrG"
"24","1755023126725898341","2024-02-07T00:18:14.000Z","1595351371997396993","1319287761048723458","@MarioNawfal Israel has 260bn is federal reserves. They are a military superpower with free healthcare and free student education up to grad. 

USA has fuck all. Why does the USA need to give Israel more money?"
"25","1755007576725733446","2024-02-06T23:16:27.000Z","4014838512","14981648","RT @IBJIYONGI: 🎉🎉🎉🎉🎉

UNH graduate student workers poised to start union

“The cost of living is skyrocketing and the housing crisis contin…"
"26","1754996693190258834","2024-02-06T22:33:12.000Z","15949696","17762864","RT @mkazin: Wisdom from Harold Meyerson: Pro-Union Joe and Grad Student Misgivings https://t.co/h4L8N8NMXi"
"27","1754967105353777405","2024-02-06T20:35:38.000Z","970115109681967104","14981648","RT @IBJIYONGI: 🎉🎉🎉🎉🎉

UNH graduate student workers poised to start union

“The cost of living is skyrocketing and the housing crisis contin…"
"28","1754956773910306951","2024-02-06T19:54:35.000Z","825372921245863936","14981648","RT @IBJIYONGI: 🎉🎉🎉🎉🎉

UNH graduate student workers poised to start union

“The cost of living is skyrocketing and the housing crisis contin…"
"29","1754954714444185873","2024-02-06T19:46:24.000Z","3369826552","14981648","RT @IBJIYONGI: 🎉🎉🎉🎉🎉

UNH graduate student workers poised to start union

“The cost of living is skyrocketing and the housing crisis contin…"
"30","1754952212940308929","2024-02-06T19:36:27.000Z","933302672043724802","1502413220513988612","RT @SalisuAsibiti02: @KawuGarba @AbbaM_Abiyos Students should have reported him to University Authority through Student Union or Student Af…"
"31","1754952212940308929","2024-02-06T19:36:27.000Z","933302672043724802","2873574055","RT @SalisuAsibiti02: @KawuGarba @AbbaM_Abiyos Students should have reported him to University Authority through Student Union or Student Af…"
"32","1754952212940308929","2024-02-06T19:36:27.000Z","933302672043724802","1197104246069637120","RT @SalisuAsibiti02: @KawuGarba @AbbaM_Abiyos Students should have reported him to University Authority through Student Union or Student Af…"
"33","1754938829671125440","2024-02-06T18:43:16.000Z","304686852","14981648","RT @IBJIYONGI: 🎉🎉🎉🎉🎉

UNH graduate student workers poised to start union

“The cost of living is skyrocketing and the housing crisis contin…"
"34","1754936893320658958","2024-02-06T18:35:35.000Z","392527249","3125557383","@PTPintcast And it is easy as a new grad/student to want to show off that clinical knowledge and how much you know and how hard you worked for your degree. But your patients also need to know that they are seen, heard, and cared about by their healthcare team."
"35","1754921517098344750","2024-02-06T17:34:29.000Z","1502413220513988612","2873574055","@KawuGarba @AbbaM_Abiyos Students should have reported him to University Authority through Student Union or Student Affairs . I'm a graduate of the same University, it's awful and pathetic to see a tertiary students are being dealt this way."
"36","1754921517098344750","2024-02-06T17:34:29.000Z","1502413220513988612","1197104246069637120","@KawuGarba @AbbaM_Abiyos Students should have reported him to University Authority through Student Union or Student Affairs . I'm a graduate of the same University, it's awful and pathetic to see a tertiary students are being dealt this way."
"37","1754917496551792839","2024-02-06T17:18:30.000Z","16567880","14981648","RT @IBJIYONGI: 🎉🎉🎉🎉🎉

UNH graduate student workers poised to start union

“The cost of living is skyrocketing and the housing crisis contin…"
"38","1754914935199465748","2024-02-06T17:08:19.000Z","1076903502071414784","14981648","RT @IBJIYONGI: 🎉🎉🎉🎉🎉

UNH graduate student workers poised to start union

“The cost of living is skyrocketing and the housing crisis contin…"
"39","1754912987108770140","2024-02-06T17:00:35.000Z","1649057690247675904","14981648","RT @IBJIYONGI: 🎉🎉🎉🎉🎉

UNH graduate student workers poised to start union

“The cost of living is skyrocketing and the housing crisis contin…"
"40","1754911108006113585","2024-02-06T16:53:07.000Z","555984374","14981648","RT @IBJIYONGI: 🎉🎉🎉🎉🎉

UNH graduate student workers poised to start union

“The cost of living is skyrocketing and the housing crisis contin…"
"41","1754910549325054371","2024-02-06T16:50:54.000Z","1689112281404280832","14981648","RT @IBJIYONGI: 🎉🎉🎉🎉🎉

UNH graduate student workers poised to start union

“The cost of living is skyrocketing and the housing crisis contin…"
"42","1754910486351503845","2024-02-06T16:50:39.000Z","41089713","14981648","RT @IBJIYONGI: 🎉🎉🎉🎉🎉

UNH graduate student workers poised to start union

“The cost of living is skyrocketing and the housing crisis contin…"
"43","1754909514069852658","2024-02-06T16:46:47.000Z","1641149718","14981648","RT @IBJIYONGI: 🎉🎉🎉🎉🎉

UNH graduate student workers poised to start union

“The cost of living is skyrocketing and the housing crisis contin…"
"44","1754909341398770081","2024-02-06T16:46:06.000Z","48200575","14981648","RT @IBJIYONGI: 🎉🎉🎉🎉🎉

UNH graduate student workers poised to start union

“The cost of living is skyrocketing and the housing crisis contin…"
"45","1754909079728767127","2024-02-06T16:45:03.000Z","862790375517310976","14981648","RT @IBJIYONGI: 🎉🎉🎉🎉🎉

UNH graduate student workers poised to start union

“The cost of living is skyrocketing and the housing crisis contin…"
"46","1754909076801077594","2024-02-06T16:45:03.000Z","286944108","14981648","RT @IBJIYONGI: 🎉🎉🎉🎉🎉

UNH graduate student workers poised to start union

“The cost of living is skyrocketing and the housing crisis contin…"
"47","1754908952356139291","2024-02-06T16:44:33.000Z","3072560663","14981648","RT @IBJIYONGI: 🎉🎉🎉🎉🎉

UNH graduate student workers poised to start union

“The cost of living is skyrocketing and the housing crisis contin…"
"48","1754908326549229973","2024-02-06T16:42:04.000Z","225301621","14981648","RT @IBJIYONGI: 🎉🎉🎉🎉🎉

UNH graduate student workers poised to start union

“The cost of living is skyrocketing and the housing crisis contin…"
"49","1754863984128246001","2024-02-06T13:45:52.000Z","123347740","19334875","UNH graduate students move closer to unionizing: Low pay, high housing costs key issues https://t.co/sQjcJ1Sjk8 via @FostersDailyDem"
"50","1754811183364706574","2024-02-06T10:16:03.000Z","826449810492362756","1241037186763350016","RT @TillvonWachter: We're hiring a UC Graduate Student Researcher focused on labor + employment. The position is part hybrid, part in-perso…"
"51","1754670686872740182","2024-02-06T00:57:46.000Z","4854532660","1241037186763350016","RT @TillvonWachter: We're hiring a UC Graduate Student Researcher focused on labor + employment. The position is part hybrid, part in-perso…"
"52","1754652967783870829","2024-02-05T23:47:22.000Z","1416022111","1241037186763350016","RT @TillvonWachter: We're hiring a UC Graduate Student Researcher focused on labor + employment. The position is part hybrid, part in-perso…"
"53","1754606653138231638","2024-02-05T20:43:19.000Z","1326613894899658753","897785401884237824","@D_Langenmayr I got the idea from a grad student at Harvard who knits during seminars. I really recommend it as a leisure/relaxing activity. It’s really rewarding to see the tangible products of your labor (to contrast the intangible nature of most academic work)."
"54","1754604991241912391","2024-02-05T20:36:43.000Z","191272793","34303729","RT @EPAregion3: JOIN EDDIE IN PROTECTING THE ENVIRONMENT!

🎓 Are you a student or recent college graduate interested in being part of a dyn…"
"55","1754581912641847555","2024-02-05T19:05:01.000Z","34303729","14615871","JOIN EDDIE IN PROTECTING THE ENVIRONMENT!

🎓 Are you a student or recent college graduate interested in being part of a dynamic team dedicated to improving the health of Americans?

👋 @EPA is looking for several Contract Specialists: https://t.co/m6jtllxp4t https://t.co/T8IrBfJCgP"
"56","1754574399280165289","2024-02-05T18:35:09.000Z","1352743875476140032","2980068298","RT @VikingsNPU: Congrats, Ethan! In addition to working towards this pro contract, Ethan has been behind the scenes with NPU sports info as…"
"57","1754572060192567632","2024-02-05T18:25:52.000Z","1303396375875510272","863923048172408833","RT @kathleenrose89: I love that @cecaroliena &amp; I have made our office a designated @UnionizeUnl storage space. We're ready for our End Grad…"
"58","1754572060192567632","2024-02-05T18:25:52.000Z","1303396375875510272","1516839487","RT @kathleenrose89: I love that @cecaroliena &amp; I have made our office a designated @UnionizeUnl storage space. We're ready for our End Grad…"
"59","1754572060192567632","2024-02-05T18:25:52.000Z","1303396375875510272","1303396375875510272","RT @kathleenrose89: I love that @cecaroliena &amp; I have made our office a designated @UnionizeUnl storage space. We're ready for our End Grad…"
"60","1754570034327040150","2024-02-05T18:17:49.000Z","863923048172408833","1516839487","I love that @cecaroliena &amp; I have made our office a designated @UnionizeUnl storage space. We're ready for our End Grad Student Fees rally – next Mon Feb 12 from 11-1 outside the city campus union by the fountain. Come share what student fees are costing you! #EndTheFees https://t.co/6fnFe5pOrR"
"61","1754570034327040150","2024-02-05T18:17:49.000Z","863923048172408833","1303396375875510272","I love that @cecaroliena &amp; I have made our office a designated @UnionizeUnl storage space. We're ready for our End Grad Student Fees rally – next Mon Feb 12 from 11-1 outside the city campus union by the fountain. Come share what student fees are costing you! #EndTheFees https://t.co/6fnFe5pOrR"
"62","1754556470258282757","2024-02-05T17:23:55.000Z","925134976252702720","1241037186763350016","RT @TillvonWachter: We're hiring a UC Graduate Student Researcher focused on labor + employment. The position is part hybrid, part in-perso…"
"63","1754343243859538399","2024-02-05T03:16:38.000Z","1625626783042179072","1527375115796656135","RT @MarmsReginShop8: @MarmsRegineHome Popilush 

Get cozy with Popilush's stylish loungewear.   

Perfect for those lazy days without compr…"
"64","1754251567044145156","2024-02-04T21:12:20.000Z","1020775611667709956","170202195","@zofer11 @Kittywampus @jessesingal @jonathanchait As a grad student, I was part of a union under the UAW. Years prior, the union fought for and won increased wages for TAs and medical benefits. That was the continued focus when I was there 15 years ago. The symbolic social justice stuff wasn't really part of it"
"65","1754251567044145156","2024-02-04T21:12:20.000Z","1020775611667709956","21593647","@zofer11 @Kittywampus @jessesingal @jonathanchait As a grad student, I was part of a union under the UAW. Years prior, the union fought for and won increased wages for TAs and medical benefits. That was the continued focus when I was there 15 years ago. The symbolic social justice stuff wasn't really part of it"
"66","1754251567044145156","2024-02-04T21:12:20.000Z","1020775611667709956","214337395","@zofer11 @Kittywampus @jessesingal @jonathanchait As a grad student, I was part of a union under the UAW. Years prior, the union fought for and won increased wages for TAs and medical benefits. That was the continued focus when I was there 15 years ago. The symbolic social justice stuff wasn't really part of it"
"67","1754251567044145156","2024-02-04T21:12:20.000Z","1020775611667709956","50446226","@zofer11 @Kittywampus @jessesingal @jonathanchait As a grad student, I was part of a union under the UAW. Years prior, the union fought for and won increased wages for TAs and medical benefits. That was the continued focus when I was there 15 years ago. The symbolic social justice stuff wasn't really part of it"
"68","1754000551556075581","2024-02-04T04:34:53.000Z","2185586300","16347021","@lyndseyfifield Graduate Student Union? Like, I guess if he doesn’t have a grip on a clear authority, he could be agitating for students to be nasty to you collectively? (Idk if y’all are profs.)"
"69","1753990162520965538","2024-02-04T03:53:36.000Z","1458052418","2763997308","@RosieLee777 @TribesBritannia She’s a Northwestern Grad (considered one of top Universities in the US). I was there when she returned to campus to support her TV show with Patrick Adams at student union. Was never dropped from Suits."
"70","1753990162520965538","2024-02-04T03:53:36.000Z","1458052418","1547568463261999106","@RosieLee777 @TribesBritannia She’s a Northwestern Grad (considered one of top Universities in the US). I was there when she returned to campus to support her TV show with Patrick Adams at student union. Was never dropped from Suits."
"71","1753940688994206084","2024-02-04T00:37:01.000Z","1046611380831318017","1389506293891698693","@SultanM45488238 @OccupyDemocrats Who MAGA republicans— name who ? 
Yes the student loan relief is a sham — they go to school graduate n get good jobs — to pay their debt — 
However the healthcare relief is awesome especially those in dire need to make ends meet"
"72","1753940688994206084","2024-02-04T00:37:01.000Z","1046611380831318017","878284831","@SultanM45488238 @OccupyDemocrats Who MAGA republicans— name who ? 
Yes the student loan relief is a sham — they go to school graduate n get good jobs — to pay their debt — 
However the healthcare relief is awesome especially those in dire need to make ends meet"
"73","1753877228251697485","2024-02-03T20:24:51.000Z","15996527","2873884427","@rinewithoutacat Thank you 🙏🙏 good call on the union stuff, as far as I'm aware NYU does have a graduate student union so I will definitely be looking into that!"
"74","1753858048148246947","2024-02-03T19:08:38.000Z","1413339677256413188","602538744","@LynnSosnoskie Dr. Kniss has considered having his Weed Science class spend a lab hand weeding like a quarter acre plot and timing themselves. Then right when they finish have a grad student hit it with glyphosate. Then calculate the labor and input costs on a per acre basis."
"75","1753789818931163252","2024-02-03T14:37:31.000Z","1554139309090881537","1303396375875510272","RT @UnionizeUnl: Join us in rallying against having to pay to work on Mon, Feb 12 from 11 AM-1 PM outside the union by the fountain. You'll…"
"76","1753785485627973954","2024-02-03T14:20:18.000Z","1726985750606962688","14611587","@constans @mattyglesias If you told Americans that 25% of the UAW endorsement is influenced by GRADUATE STUDENT UNION MEMBERS than people would not take the endorsement seriously.

You’re more likely to get the opinion of a UC employee than a stellantis employee. 

ITS A FARCE"
"77","1753785485627973954","2024-02-03T14:20:18.000Z","1726985750606962688","15446531","@constans @mattyglesias If you told Americans that 25% of the UAW endorsement is influenced by GRADUATE STUDENT UNION MEMBERS than people would not take the endorsement seriously.

You’re more likely to get the opinion of a UC employee than a stellantis employee. 

ITS A FARCE"
"78","1753783592767893619","2024-02-03T14:12:46.000Z","1726985750606962688","14611587","@constans @mattyglesias I mean it WAS a trade union until they opened it up to the least likable people in America — unionized grad student activists

It’s almost like they’re hiding behind a historic symbol that was meant for something entirely different than post graduate “labor”"
"79","1753783592767893619","2024-02-03T14:12:46.000Z","1726985750606962688","15446531","@constans @mattyglesias I mean it WAS a trade union until they opened it up to the least likable people in America — unionized grad student activists

It’s almost like they’re hiding behind a historic symbol that was meant for something entirely different than post graduate “labor”"
"80","1753778985622810952","2024-02-03T13:54:28.000Z","485195061","1303396375875510272","RT @UnionizeUnl: Join us in rallying against having to pay to work on Mon, Feb 12 from 11 AM-1 PM outside the union by the fountain. You'll…"
"81","1753766406636909017","2024-02-03T13:04:29.000Z","1577678696822935553","1259147897817280512","@ElizabethAnnL16 @mean_toe My personal experiences today I feel hopeless, for my young adult children. One union worker one college grad, neither of them can afford to move out on their own. Four years ago they had goals, now they feel defeated. it’s sad and no one had to tell me, we feel it."
"82","1753766406636909017","2024-02-03T13:04:29.000Z","1577678696822935553","1517524978115268608","@ElizabethAnnL16 @mean_toe My personal experiences today I feel hopeless, for my young adult children. One union worker one college grad, neither of them can afford to move out on their own. Four years ago they had goals, now they feel defeated. it’s sad and no one had to tell me, we feel it."
"83","1753655738155536809","2024-02-03T05:44:43.000Z","38400888","1303396375875510272","RT @UnionizeUnl: Join us in rallying against having to pay to work on Mon, Feb 12 from 11 AM-1 PM outside the union by the fountain. You'll…"
"84","1753624856459936068","2024-02-03T03:42:01.000Z","363608250","1303396375875510272","RT @UnionizeUnl: Join us in rallying against having to pay to work on Mon, Feb 12 from 11 AM-1 PM outside the union by the fountain. You'll…"
"85","1753621350080471327","2024-02-03T03:28:05.000Z","16127862","1303396375875510272","RT @UnionizeUnl: Join us in rallying against having to pay to work on Mon, Feb 12 from 11 AM-1 PM outside the union by the fountain. You'll…"
"86","1753611044990431452","2024-02-03T02:47:08.000Z","1166285319022338048","420974569","RT @manusm_iari: 19/10/2022: Received a certificate of appreciation from our Hon'ble Director @iaripusa1, New Delhi (Dr. @aks_gene) in reco…"
"87","1753611044990431452","2024-02-03T02:47:08.000Z","1166285319022338048","1044909580763820037","RT @manusm_iari: 19/10/2022: Received a certificate of appreciation from our Hon'ble Director @iaripusa1, New Delhi (Dr. @aks_gene) in reco…"
"88","1753611044990431452","2024-02-03T02:47:08.000Z","1166285319022338048","2890004220","RT @manusm_iari: 19/10/2022: Received a certificate of appreciation from our Hon'ble Director @iaripusa1, New Delhi (Dr. @aks_gene) in reco…"
"89","1753609876192870767","2024-02-03T02:42:29.000Z","69136365","1303396375875510272","RT @UnionizeUnl: Join us in rallying against having to pay to work on Mon, Feb 12 from 11 AM-1 PM outside the union by the fountain. You'll…"
"90","1753489523445518823","2024-02-02T18:44:15.000Z","1344368367948468230","195129672","@MuseZack @jessesingal Indeed. University of California student employees are unionized with the UAW. 

While a grad student at UCSD, I helped organize and bargain for the UC-wide contract adopted in 2008. 

UC Santa Cruz and Santa Barbara union reps wanted to strike to try to win insurance coverage… https://t.co/IQID1Wor7y"
"91","1753489523445518823","2024-02-02T18:44:15.000Z","1344368367948468230","214337395","@MuseZack @jessesingal Indeed. University of California student employees are unionized with the UAW. 

While a grad student at UCSD, I helped organize and bargain for the UC-wide contract adopted in 2008. 

UC Santa Cruz and Santa Barbara union reps wanted to strike to try to win insurance coverage… https://t.co/IQID1Wor7y"
"92","1753486226458570874","2024-02-02T18:31:09.000Z","35552636","1303396375875510272","RT @UnionizeUnl: Join us in rallying against having to pay to work on Mon, Feb 12 from 11 AM-1 PM outside the union by the fountain. You'll…"
"93","1753467894485147926","2024-02-02T17:18:18.000Z","91829856","16738904","@suchnerve So umm... Are you free tomorrow night? 😅

(Only not in a labour union because grad student)."
"94","1753462777564598654","2024-02-02T16:57:58.000Z","863923048172408833","1303396375875510272","RT @UnionizeUnl: Join us in rallying against having to pay to work on Mon, Feb 12 from 11 AM-1 PM outside the union by the fountain. You'll…"
"95","1753449893824286997","2024-02-02T16:06:46.000Z","3003583004","213351578","Don’t miss Brady, Capital grad, and Simone at @Capital_U today! They are set up in the student union until 1pm. https://t.co/heGkqyDDPi #lscfellowship #stategovernment #publicservice #Ohio #legislativefellowship #mediaproduction https://t.co/fRKx2ACieh"
"96","1753448835018375375","2024-02-02T16:02:34.000Z","45892129","1615782013168156672","RT @cam_kettles: “Garber’s role during that time was basically leading the most vicious anti-union campaign that we’ve seen in grad worker…"
"97","1753439466486661231","2024-02-02T15:25:20.000Z","174223715","1615782013168156672","RT @cam_kettles: “Garber’s role during that time was basically leading the most vicious anti-union campaign that we’ve seen in grad worker…"
"98","1753434913188254202","2024-02-02T15:07:15.000Z","1615782013168156672","830173092358057985","“Garber’s role during that time was basically leading the most vicious anti-union campaign that we’ve seen in grad worker unionization,” @mancillabrando said.

https://t.co/DjnkUlBYSD"
"99","1753418822311387190","2024-02-02T14:03:18.000Z","420974569","420974569","RT @manusm_iari: 19/10/2022: Received a certificate of appreciation from our Hon'ble Director @iaripusa1, New Delhi (Dr. @aks_gene) in reco…"
"100","1753418822311387190","2024-02-02T14:03:18.000Z","420974569","1044909580763820037","RT @manusm_iari: 19/10/2022: Received a certificate of appreciation from our Hon'ble Director @iaripusa1, New Delhi (Dr. @aks_gene) in reco…"
"101","1753418822311387190","2024-02-02T14:03:18.000Z","420974569","2890004220","RT @manusm_iari: 19/10/2022: Received a certificate of appreciation from our Hon'ble Director @iaripusa1, New Delhi (Dr. @aks_gene) in reco…"
"102","1753397669786009967","2024-02-02T12:39:15.000Z","186480906","72931773","RT @WARF_News: Are you a @UWMadison postdoc or grad student? On March 28, you're invited to show off your science, pop culture and miscella…"
"103","1753397669786009967","2024-02-02T12:39:15.000Z","186480906","15763818","RT @WARF_News: Are you a @UWMadison postdoc or grad student? On March 28, you're invited to show off your science, pop culture and miscella…"
"104","1753174399467897114","2024-02-01T21:52:03.000Z","72931773","15763818","Are you a @UWMadison postdoc or grad student? On March 28, you're invited to show off your science, pop culture and miscellaneous trivia knowledge with the WARF Ambassadors at Union South! https://t.co/3fKyWDVt72"
"105","1753151657800610134","2024-02-01T20:21:41.000Z","17399106","1246534459","RT @Bschackner: Hundreds of graduate student workers at the University of Pittsburgh rallied inside and outside the Cathedral of Learning s…"
"106","1753149610346897421","2024-02-01T20:13:33.000Z","50473168","1246534459","RT @Bschackner: Hundreds of graduate student workers at the University of Pittsburgh rallied inside and outside the Cathedral of Learning s…"
"107","1753149149917118640","2024-02-01T20:11:43.000Z","1246534459","3245450328","Hundreds of graduate student workers at the University of Pittsburgh rallied inside and outside the Cathedral of Learning seeking union recognition, reported @jacktroywrites #labor #ICYMI via @TribLive https://t.co/LZsUU412if"
"108","1753149149917118640","2024-02-01T20:11:43.000Z","1246534459","20269833","Hundreds of graduate student workers at the University of Pittsburgh rallied inside and outside the Cathedral of Learning seeking union recognition, reported @jacktroywrites #labor #ICYMI via @TribLive https://t.co/LZsUU412if"
"109","1753142956100640811","2024-02-01T19:47:07.000Z","1377405014","1241037186763350016","RT @TillvonWachter: We're hiring a UC Graduate Student Researcher focused on labor + employment. The position is part hybrid, part in-perso…"
"110","1753142614965018825","2024-02-01T19:45:45.000Z","809024131","784093476711432192","RT @iserp_columbia: Happening tomorrow from 9am-6pm in the Columbia Law School: ""Labor: Past &amp; Present.""

Attend to explore questions on th…"
"111","1753137191667044361","2024-02-01T19:24:12.000Z","2890315623","1325164933416275969","@coffeesfor27 yayyyyy we're trying to organize a category of grad student workers on my campus (which includes my job) that isn't covered by the current grad workers union contract"
"112","1753128355891642588","2024-02-01T18:49:06.000Z","2707743156","950398910778003456","@philioapathy in grad school and have two part-time jobs as a front desk assistant (very low-key, can do classwork during my shifts) and as an opposition researcher (more towards my field but also more labor-intensive)"
"113","1753116843399692708","2024-02-01T18:03:21.000Z","1532568386072285184","1280343927502131202","RT @BostonDSALabor: At our grad worker organizing panel at this month’s GM, unionists from @BUgradunion,  @hgsuuaw, @nugradunion, TUGWU at…"
"114","1753116843399692708","2024-02-01T18:03:21.000Z","1532568386072285184","867770867991928833","RT @BostonDSALabor: At our grad worker organizing panel at this month’s GM, unionists from @BUgradunion,  @hgsuuaw, @nugradunion, TUGWU at…"
"115","1753116843399692708","2024-02-01T18:03:21.000Z","1532568386072285184","4835263335","RT @BostonDSALabor: At our grad worker organizing panel at this month’s GM, unionists from @BUgradunion,  @hgsuuaw, @nugradunion, TUGWU at…"
"116","1753116843399692708","2024-02-01T18:03:21.000Z","1532568386072285184","826512369161469952","RT @BostonDSALabor: At our grad worker organizing panel at this month’s GM, unionists from @BUgradunion,  @hgsuuaw, @nugradunion, TUGWU at…"
"117","1753082498534285775","2024-02-01T15:46:53.000Z","784093476711432192","809024131","Happening tomorrow from 9am-6pm in the Columbia Law School: ""Labor: Past &amp; Present.""

Attend to explore questions on the history of labor through the research of graduate student panelists and roundtable discussions.

@CSERColumbia @ColumbiaSocSci @CUHistoryDept https://t.co/YYpXGktOsa"
"118","1753082498534285775","2024-02-01T15:46:53.000Z","784093476711432192","1555213415018381318","Happening tomorrow from 9am-6pm in the Columbia Law School: ""Labor: Past &amp; Present.""

Attend to explore questions on the history of labor through the research of graduate student panelists and roundtable discussions.

@CSERColumbia @ColumbiaSocSci @CUHistoryDept https://t.co/YYpXGktOsa"
"119","1753082498534285775","2024-02-01T15:46:53.000Z","784093476711432192","895679740106821632","Happening tomorrow from 9am-6pm in the Columbia Law School: ""Labor: Past &amp; Present.""

Attend to explore questions on the history of labor through the research of graduate student panelists and roundtable discussions.

@CSERColumbia @ColumbiaSocSci @CUHistoryDept https://t.co/YYpXGktOsa"
"120","1753080894884393184","2024-02-01T15:40:30.000Z","1356433140919767040","824055392","RT @umnlib: Digitization alert! The SWHA coordinated with faculty and grad student  members of the Social Welfare History Group to crowd so…"
"121","1753028060352245774","2024-02-01T12:10:33.000Z","1483806881676238852","1179004729034231809","@MITGradUnion @MIT When the history is written about the death spiral of STEM, there will be a chapter on graduate student unions. 

MIT Graduate Student Union squares off against the Title IX IDHR gestapo
https://t.co/dRZZaYVCd4"
"122","1753028060352245774","2024-02-01T12:10:33.000Z","1483806881676238852","15460048","@MITGradUnion @MIT When the history is written about the death spiral of STEM, there will be a chapter on graduate student unions. 

MIT Graduate Student Union squares off against the Title IX IDHR gestapo
https://t.co/dRZZaYVCd4"
